Date;Open;High;Low;Close ;Adj Close ;Volume
28/2/2023;47.4;47.4;46.9;46.9;43.3;1,072,800.0
27/2/2023;48.1;48.4;47.8;47.9;44.2;1,398,900.0
24/2/2023;47.9;48.0;47.3;47.7;44.1;2,576,700.0
23/2/2023;47.7;48.3;47.4;48.3;44.7;3,269,600.0
22/2/2023;48.1;48.2;47.8;48.0;44.4;1,611,300.0
21/2/2023;47.7;47.9;47.4;47.6;44.0;829,700.0
17/2/2023;47.4;47.7;47.3;47.7;44.1;1,065,200.0
16/2/2023;47.0;47.1;46.7;46.8;43.3;932,700.0
15/2/2023;47.4;47.4;47.0;47.3;43.7;1,356,600.0
14/2/2023;47.5;47.8;47.2;47.6;44.0;1,329,800.0
13/2/2023;47.1;47.4;46.8;47.4;43.8;1,472,600.0
10/2/2023;47.6;47.7;47.1;47.5;44.0;2,559,000.0
9/2/2023;48.3;48.4;47.8;48.1;44.5;2,461,200.0
8/2/2023;47.7;47.8;47.4;47.7;44.1;2,256,700.0
7/2/2023;46.3;47.1;46.2;47.0;43.4;2,424,800.0
6/2/2023;45.5;46.0;45.3;45.9;42.4;2,891,700.0
3/2/2023;46.0;46.9;45.8;46.0;42.6;3,503,300.0
2/2/2023;47.8;47.9;47.1;47.2;43.7;2,136,300.0
1/2/2023;48.6;48.9;48.1;48.8;45.1;1,434,400.0
31/1/2023;48.8;49.2;48.6;49.1;45.4;1,327,500.0
30/1/2023;49.0;49.1;48.5;48.6;44.9;2,062,000.0
27/1/2023;48.5;48.8;48.3;48.5;44.8;1,063,000.0
26/1/2023;49.2;49.2;48.7;48.8;45.1;2,238,800.0
25/1/2023;48.6;49.1;48.6;48.9;45.2;1,688,600.0
24/1/2023;48.6;48.6;48.2;48.5;44.9;3,687,300.0
23/1/2023;48.8;49.0;48.6;48.6;45.0;2,880,500.0
20/1/2023;49.2;49.3;48.9;49.1;45.4;1,540,800.0
19/1/2023;49.3;49.9;48.9;49.4;45.7;2,272,000.0
18/1/2023;49.7;49.8;49.2;49.2;45.5;1,443,300.0
17/1/2023;49.8;49.9;49.6;49.8;46.1;2,180,800.0
13/1/2023;49.2;49.6;49.2;49.3;45.6;2,163,300.0
12/1/2023;48.4;49.4;48.1;49.4;45.6;3,123,700.0
11/1/2023;48.6;48.9;48.2;48.7;45.1;4,722,600.0
10/1/2023;48.4;48.9;48.2;48.8;45.1;3,560,200.0
9/1/2023;48.7;49.0;48.2;48.5;44.9;4,367,100.0
6/1/2023;47.7;48.5;47.5;48.1;44.5;1,964,100.0
5/1/2023;47.8;47.9;47.4;47.8;44.2;2,483,000.0
4/1/2023;49.3;49.3;48.5;48.7;45.1;2,013,800.0
3/1/2023;48.4;49.1;48.3;49.0;45.3;2,095,000.0
30/12/2022;48.2;48.6;47.9;48.4;44.8;1,302,700.0
29/12/2022;48.4;48.6;48.3;48.6;44.9;1,198,700.0
28/12/2022;48.1;48.2;47.7;47.8;44.2;869,200.0
27/12/2022;48.3;48.4;48.0;48.1;44.5;1,387,200.0
